player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_in,transfers_out,value,yellow_cards,Involved
Lucas_Tolentino Coelho de Lima_603,603,5,8,395,6,446.5,2.62,7.010000000000001,4.39,33.84,39,4,142.0,496.8,2154,0,0,0,0,0,80817.5,27,35,56,473.0,98,381118,298549,2014,5,28
Lucas_Torreira di Pascua_22,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11728.894736842105,0,60,71,0.0,0,2811,37912,1710,0,0
Ludwig_Augustinsson_525,525,0,0,5,0,1.9000000000000001,0.01,0.09,0.08,0.74,0,0,4.2,5.6,76,0,0,0,0,0,4902.131578947368,1,39,58,35.0,2,1973,7099,1643,1,3
Luis_Díaz_293,293,2,7,166,4,176.7,1.32,3.8,2.48,11.99,11,4,80.1,236.2,991,0,0,0,0,0,1088163.0526315789,11,46,76,388.0,62,2226395,3337522,2991,2,17
Luis_Sinisterra Lucumí_508,508,0,6,173,0,157.70000000000002,0.88,4.69,3.81,18.12,23,5,70.6,242.79999999999998,863,0,0,0,1,0,33870.63157894737,13,59,67,305.0,53,144452,156896,2470,1,19
Luka_Milivojevic_158,158,0,0,80,2,43.6,0.2,0.54,0.34,7.8,7,0,12.7,69.2,500,0,0,0,0,0,43626.07894736842,5,42,47,17.0,23,56099,90185,1629,2,18
Lukasz_Fabianski_455,455,0,10,622,9,0.0,0.0,0.0,0.0,45.55,48,0,75.4,755.6,3111,0,0,1,0,109,131171.5,36,40,57,0.0,127,244225,253082,1888,1,36
Luke_Ayling_222,222,1,4,336,3,209.29999999999998,2.2399999999999998,5.17,2.9299999999999997,42.12,48,2,92.8,451.8,2048,0,0,0,0,0,19167.605263157893,22,59,67,264.0,59,108475,63507,1710,3,29
Luke_Chambers_563,563,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9279.815789473685,0,46,76,0.0,0,6903,9126,1520,0,0
Luke_Cundle_485,485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,24090.894736842107,0,32,57,0.0,0,19628,46391,1675,0,0
Luke_Harris_546,546,0,0,7,0,1.5999999999999999,0.0,0.0,0.0,1.1600000000000001,1,0,0.2,0.6000000000000001,10,0,0,0,0,0,4769.815789473684,0,53,55,0.0,3,6722,8718,1669,0,3
Luke_Mbete-Tabu_320,320,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,16655.42105263158,0,51,76,0.0,0,47144,52449,1485,0,0
Luke_Plange_496,496,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,42995.13157894737,0,42,47,0.0,0,18888,109546,1710,0,0
Luke_Shaw_332,332,4,20,626,12,547.7,2.9,3.99,1.09,37.85,35,1,124.2,572.8,2552,0,0,0,0,0,1399173.6842105263,30,32,69,118.0,124,8293340,2740896,1910,8,31
Luke_Thomas_270,270,1,0,189,2,89.39999999999999,0.48,0.57,0.09000000000000001,23.11,20,0,26.8,166.8,1068,1,0,0,0,0,12259.21052631579,11,55,64,12.0,28,34714,32253,1574,3,17
Lyanco_Silveira Neves Vojnovic_413,413,1,0,209,0,52.8,0.12,0.7,0.5800000000000001,23.36,26,1,45.0,281.6,1173,0,0,0,0,0,4847.078947368421,11,54,55,114.0,29,4308,6550,1678,4,21
Lyle_Taylor_380,380,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,574093.5,0,35,71,0.0,0,690333,1293924,1607,0,0
Mads_Bech Sørensen_91,91,0,0,12,0,0.2,0.0,0.0,0.0,0.28,0,0,0.2,2.6,18,0,0,0,0,0,4063.315789473684,0,41,63,0.0,4,1768,6034,1710,0,4
Mads_Bidstrup_99,99,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,112.39473684210526,0,41,63,0.0,0,0,142,1710,0,0
Mads_Roerslev Rasmussen_90,90,0,0,201,5,120.60000000000001,0.8200000000000001,1.0999999999999999,0.28,17.669999999999998,12,0,33.4,167.6,1101,0,0,0,0,0,6745.105263157895,12,41,63,46.0,48,12498,13141,1646,0,20
Malang_Sarr_143,143,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4402.3421052631575,0,37,48,0.0,0,289,11534,1900,0,0
Malcolm_Ebiowei_173,173,0,0,9,0,0.9,0.01,0.01,0.0,0.18,1,0,0.9,3.4000000000000004,31,0,0,0,0,0,26105.63157894737,0,42,47,4.0,3,76304,82688,1620,0,3
Manor_Solomon_562,562,0,1,156,0,86.0,0.78,1.99,1.21,12.18,11,4,40.800000000000004,214.8,560,0,0,0,0,0,7914.5,4,53,55,107.0,44,48286,37583,1868,0,19
Manuel_Akanji_610,610,1,5,460,7,146.5,0.99,2.13,1.1400000000000001,21.7,23,0,71.4,385.6,2284,0,0,0,0,0,251445.33333333334,24,44,59,180.0,82,1419834,676612,1653,2,29
Manuel_Lanzini_460,460,0,1,63,0,21.9,0.29,0.83,0.54,5.970000000000001,5,1,10.8,50.6,243,0,0,0,0,0,15612.5,2,40,57,37.0,17,14917,34000,1952,0,10
Marc_Albrighton_251,251,0,0,57,0,95.2,0.41,0.78,0.37,4.04,3,1,21.4,76.8,232,0,0,0,0,0,6920.1578947368425,1,55,64,43.0,13,6506,14553,1805,0,6
Marc_Cucurella Saseta_112,112,2,1,363,6,232.5,0.96,1.34,0.38,26.03,20,0,65.9,354.4,1669,0,0,0,0,0,876700.1842105263,21,37,48,72.0,65,2471789,2423782,1919,4,24
Marc_Guéhi_167,167,0,2,623,9,142.7,0.82,2.2800000000000002,1.46,46.47,46,1,103.89999999999999,688.2,3330,1,0,0,0,0,200903.02631578947,37,42,47,205.0,95,670714,584806,1678,8,37
Marc_Jurado Gomez_759,759,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,288.77777777777777,0,7,13,0.0,0,316,185,360,0,0
Marc_Roca Junqué_245,245,3,3,357,2,475.8,2.49,4.59,2.1,46.6,60,1,123.1,433.6,2316,0,0,0,0,0,9153.868421052632,29,59,67,323.0,67,18452,23512,1841,7,32
Marcel_Sabitzer_728,728,1,0,98,5,138.9,1.2,1.94,0.74,11.08,7,0,32.5,100.4,622,0,0,0,0,0,9321.166666666666,7,12,32,84.0,25,42558,29076,859,1,11
Marcos_Alonso_129,129,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,91026.68421052632,0,37,48,0.0,0,8779,238007,2017,0,0
Marcos_Senesi_576,576,0,5,462,5,78.7,0.35000000000000003,2.0100000000000002,1.6600000000000001,47.62,55,2,77.5,586.0,2489,0,0,0,0,0,17024.81081081081,29,45,61,109.0,69,83540,64017,1648,7,31
Marcus_Bettinelli_635,635,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2419.09375,0,31,37,0.0,0,4752,3998,1280,0,0
Marcus_Forss_97,97,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6516.3421052631575,0,41,63,0.0,0,0,12581,1710,0,0
Marcus_Oliveira Alencar_27,27,0,0,3,0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,8043.5526315789475,0,60,71,0.0,1,6225,13982,1772,0,1
Marcus_Rashford_335,335,7,21,530,13,459.7,2.86,18.13,15.27,43.46,39,17,277.6,887.8,2880,0,0,0,0,0,3646439.5,32,32,69,1427.0,205,12078221,6991480,2629,2,35
Marcus_Tavernier_535,535,4,12,315,5,348.4,1.37,4.5,3.13,31.77,37,5,124.2,459.8,1740,0,0,0,0,0,21162.184210526317,19,45,63,436.0,94,164013,162393,1826,1,23
Marek_Rodák_213,213,0,0,33,1,0.0,0.0,0.0,0.0,2.12,2,0,1.9,19.0,180,0,0,0,0,2,18844.42105263158,2,53,55,0.0,7,17927,26125,1654,0,2
Mario_Lemina_698,698,1,0,196,5,65.0,0.46,0.71,0.25,27.88,28,0,30.1,200.4,1297,0,0,0,1,0,1057.3,17,12,39,36.0,35,4752,2374,900,2,19
Mark_Gillespie_776,776,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,0.0,0,0,0,40,0,0
Mark_Travers_72,72,0,1,193,2,0.0,0.0,0.0,0.0,19.68,32,0,25.4,253.0,1035,0,0,0,0,36,44149.21052631579,11,45,63,0.0,28,67840,83475,1631,0,12
Martial_Godo_641,641,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,455.8666666666667,0,39,41,0.0,0,1145,1000,1350,0,0
Martin_Dubravka_355,355,0,1,49,1,0.0,0.0,0.0,0.0,3.33,1,0,2.9,29.4,156,0,0,0,0,10,51897.89189189189,1,42,61,0.0,11,29851,92512,1550,0,2
Martin_Ødegaard_7,7,8,30,813,13,1100.4,8.02,17.77,9.75,37.94,38,15,298.3,960.0,3132,0,0,0,0,0,2733057.552631579,37,60,71,920.0,212,7549631,4883017,2534,4,37
Marvelous_Nakamba_41,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15714.973684210527,0,39,58,0.0,0,18009,29902,1647,0,0
Mason_Holgate_192,192,0,2,81,2,71.9,0.16999999999999998,1.17,1.0,9.49,9,0,21.5,90.4,506,0,0,0,1,0,8749.947368421053,5,45,46,55.0,16,9414,18445,1638,1,8
Mason_Mount_142,142,4,8,277,8,463.09999999999997,2.81,4.78,1.97,23.53,21,3,117.2,331.40000000000003,1644,0,0,0,0,0,635668.1578947369,20,37,48,376.0,82,2479756,2735880,2834,4,24
Matej_Kovár_615,615,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,476.44117647058823,0,28,62,0.0,0,107,248,1360,0,0
Mateo Joseph_Fernández_659,659,0,0,5,0,0.2,0.0,0.06,0.06,0.30000000000000004,0,0,2.2,3.0,24,0,0,0,0,0,2895.769230769231,0,46,46,19.0,3,7372,5764,1170,0,3
Mateo_Kovacic_132,132,2,2,289,4,363.8,2.04,3.83,1.7899999999999998,24.0,25,1,77.5,294.2,1699,0,0,0,0,0,38480.81578947369,17,37,48,114.0,53,79886,130707,1864,8,27
Mateus_Cardoso Lemos Martins_715,715,0,1,90,0,98.7,0.26,1.99,1.73,13.219999999999999,15,1,28.8,84.0,732,0,0,0,0,0,10353.166666666666,9,26,30,109.0,27,30040,27469,943,0,13
Mateusz_Klich_223,223,0,0,43,0,69.3,0.22,0.38,0.16,4.99,5,0,15.2,39.6,266,0,0,0,0,0,6237.3421052631575,0,59,67,50.0,12,5120,13406,1775,2,14
Mateusz_Lis_421,421,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,18841.394736842107,0,54,55,0.0,0,2802,19928,1520,0,0
Matheus Luiz_Nunes_589,589,1,5,338,11,405.0,1.38,3.79,2.41,41.19,38,1,108.6,370.2,2467,0,0,0,1,0,18567.472222222223,30,31,55,310.0,80,70148,60331,1750,2,34
Matheus_Santos Carneiro Da Cunha_682,682,0,6,122,5,95.1,0.17,1.8900000000000001,1.72,16.76,12,2,45.1,143.0,961,0,0,0,0,0,19858.238095238095,12,13,40,217.0,39,110640,70404,1136,1,17
Mathias_Jensen_88,88,7,11,498,10,787.9,4.79,7.13,2.34,40.47,40,5,164.1,644.0,2805,0,0,0,0,0,218644.81578947368,37,41,63,208.0,132,1052934,772713,1855,5,37
Mathias_Jorgensen_595,595,1,4,191,4,18.2,0.15000000000000002,1.48,1.33,19.73,15,0,25.6,189.8,1097,1,0,0,0,0,96861.82857142857,11,37,54,45.0,45,265842,197688,1392,2,18
Matija_Šarkić_492,492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,191164.8947368421,0,32,57,0.0,0,124449,190770,1494,0,0
Matt_Clarke_543,543,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,13141.552631578947,0,56,69,0.0,0,10007,24069,1520,0,0
Matt_Doherty_429,429,0,2,147,3,110.5,0.27,1.01,0.74,8.61,9,1,40.3,147.0,663,0,0,0,0,0,52016.44736842105,7,58,75,146.0,35,269564,267067,1759,0,12
Matt_Ritchie_350,350,0,0,24,0,17.2,0.05,0.05,0.0,0.9,0,0,2.8000000000000003,8.8,35,0,0,0,0,0,6816.236842105263,0,46,55,2.0,7,4227,11018,1616,0,7
Matt_Targett_367,367,0,2,157,3,141.9,0.67,0.68,0.01,6.79,6,0,24.8,97.6,600,0,0,0,0,0,73604.52631578948,6,46,55,8.0,35,122148,212545,1822,1,17
Matt_Turner_24,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,142918.18421052632,0,60,71,0.0,0,224002,226053,1469,0,0
Matthew_Cox_633,633,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4076.935483870968,0,30,47,0.0,0,11845,8801,1221,0,0
Matthew_Craig_764,764,0,0,3,0,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0.0,13,0,0,0,0,0,48.666666666666664,0,8,4,0.0,1,90,32,135,0,1
Matthew_Dibley-Dias_763,763,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,53.25,0,8,9,0.0,0,140,40,180,0,0
Matthew_Smith_607,607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7852.617647058823,0,52,65,0.0,0,12153,11189,1518,0,0
Matty_Cash_43,43,2,3,311,4,178.0,0.9500000000000001,1.1500000000000001,0.2,27.14,29,0,54.4,298.4,1817,0,0,0,0,0,517446.0789473684,20,39,58,67.0,57,417090,1811641,1765,4,26
Matías_Viña_718,718,0,0,93,1,28.099999999999998,0.11,0.9700000000000001,0.86,7.609999999999999,10,2,27.700000000000003,156.4,452,0,0,0,0,0,2395.1111111111113,5,25,22,92.0,28,12577,6049,810,1,12
Mauro_Bandeira_767,767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,27.0,0,0,6,0.0,0,44,4,90,0,0
Max_Kilman_484,484,1,12,622,11,66.9,0.5,1.81,1.31,56.6,56,0,91.60000000000001,739.8,3307,0,0,0,0,0,290890.84210526315,37,32,57,106.0,109,1128973,762917,1679,3,37
Max_Kinsey-Wellings_738,738,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,905.0,0,25,22,0.0,0,1740,1412,720,0,0
Maximilian_Wöber_691,691,0,2,195,2,65.8,0.37,1.1400000000000001,0.77,22.73,23,0,39.5,273.4,1264,0,0,0,0,0,5020.476190476191,14,35,35,54.0,25,24283,14528,936,3,16
Maxwel_Cornet_575,575,0,0,22,0,28.700000000000003,0.12,1.3800000000000001,1.26,4.77,5,0,11.3,27.2,232,0,0,0,0,0,6649.216216216216,2,38,57,62.0,14,21066,23418,2186,0,14
Michael_Dacosta Gonzalez_696,696,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,285.1,0,26,25,0.0,0,1326,1041,882,0,0
Michael_Keane_180,180,2,5,180,2,42.6,0.83,2.12,1.29,23.98,22,1,41.7,242.6,983,0,0,0,0,0,44886.36842105263,10,45,46,131.0,39,66645,88284,1609,0,12
Michael_Olakigbe_752,752,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,62.09090909090909,0,12,15,0.0,0,168,103,495,0,0
Michael_Olise_171,171,11,15,517,8,1014.6,6.42,9.29,2.87,37.03,38,2,208.79999999999998,606.6,2743,0,0,0,0,0,82032.0,31,42,47,462.0,132,616748,426106,2059,2,37
Michail_Antonio_458,458,3,4,222,5,207.7,0.5800000000000001,7.27,6.69,29.47,29,5,107.0,305.8,1822,0,0,0,0,0,194408.15789473685,21,40,57,559.0,84,387414,621068,2688,2,33
Miguel_Almirón Rejala_369,369,4,15,511,15,424.0,3.0,11.030000000000001,8.03,28.35,22,11,187.5,599.2,2487,0,0,0,0,0,1921765.0526315789,29,46,55,849.0,158,6616932,5953696,2055,2,34
Mikkel_Damsgaard_580,580,0,0,131,3,161.0,1.3199999999999998,3.63,2.31,14.89,14,0,44.5,137.4,970,0,0,0,0,0,8177.4324324324325,9,39,61,146.0,33,25400,24448,1903,4,26
Mislav_Orsic_692,692,0,0,4,0,0.3,0.0,0.0,0.0,0.0,0,0,0.2,2.0,6,0,0,0,0,0,1483.4,0,32,29,0.0,1,4562,4208,1043,0,1
Mohamed_Dräger_386,386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8326.394736842105,0,35,71,0.0,0,0,17429,1520,0,0
Mohamed_Elneny_4,4,0,0,27,0,5.3999999999999995,0.04,0.04,0.0,1.29,2,0,1.1,4.6000000000000005,111,0,0,0,0,0,77876.21052631579,1,60,71,0.0,6,188654,270261,1596,0,5
Mohamed_Elyounoussi_406,406,1,0,218,2,297.2,1.53,5.05,3.52,37.02,45,1,96.8,285.0,2162,0,0,0,0,0,6773.3421052631575,27,54,55,388.0,62,8917,14196,1983,4,33
Mohamed_Salah_283,283,13,23,651,13,869.9,7.03,28.04,21.01,47.47,45,19,353.7,1046.2,3290,0,2,0,0,0,3767656.6842105263,37,46,76,1620.0,239,8242332,6998909,4886,2,38
Mohammed_Salisu_420,420,1,2,305,1,109.69999999999999,0.5,1.9,1.4000000000000001,28.84,41,0,81.5,537.4,1971,1,0,0,0,0,18668.36842105263,21,54,55,167.0,33,31869,40316,1659,5,22
Moisés_Caicedo Corozo_120,120,1,0,503,10,668.6,2.51,4.18,1.67,45.9,47,1,146.3,582.2,3138,0,0,0,0,0,34419.36842105263,34,56,69,210.0,79,107442,76016,1900,10,37
Morgan_Gibbs-White_493,493,12,11,479,8,941.1,6.0600000000000005,12.83,6.7700000000000005,57.88,61,5,215.7,593.4,3151,0,0,0,0,0,49899.73684210526,36,36,70,624.0,145,350758,243738,2090,6,37
Morgan_Sanson_36,36,0,0,6,0,0.5,0.0,0.0,0.0,0.4,1,0,0.4,4.2,10,0,0,0,0,0,25690.42105263158,0,39,58,0.0,2,27697,45827,1650,0,2
Moussa_Djenepo_418,418,2,0,117,0,123.2,0.43,0.58,0.15,11.26,14,0,33.7,141.8,702,0,0,0,0,0,8139.605263157895,7,54,55,70.0,27,16550,19995,1897,1,16
Moussa_Niakhaté_507,507,0,0,141,2,14.8,0.15,0.81,0.66,23.87,22,0,24.9,173.4,1163,0,0,0,0,0,6020.9473684210525,14,35,71,61.0,25,4815,14788,1643,1,14
Mykhailo_Mudryk_699,699,2,0,73,0,146.4,1.26,3.08,1.82,10.879999999999999,10,0,38.2,100.8,650,0,0,0,0,0,159980.2105263158,7,21,21,140.0,25,580215,532026,1256,1,15
Máximo_Perrone_712,712,0,0,4,0,2.6,0.01,0.01,0.0,0.19,1,0,0.8,1.0,18,0,0,0,0,0,166.61111111111111,0,24,30,4.0,1,329,207,796,0,1
N'Golo_Kanté_134,134,1,1,120,2,186.9,0.8200000000000001,1.13,0.32,5.2299999999999995,7,0,35.2,107.0,517,0,0,0,0,0,142848.1052631579,6,37,48,58.0,18,100500,393261,1833,1,7
Naby_Keita_287,287,0,0,34,1,92.6,0.2,0.87,0.6699999999999999,4.06,4,0,16.9,23.8,290,0,0,0,0,0,5486.631578947368,3,46,76,54.0,10,10329,18334,1802,1,8
Nampalys_Mendy_252,252,0,1,142,0,42.0,0.13,0.26,0.13,12.45,13,1,17.8,115.2,746,0,0,0,0,0,49621.07894736842,7,55,64,20.0,30,51567,84827,1640,1,19
Naouirou_Ahamada_725,725,0,0,20,0,13.200000000000001,0.02,0.17,0.15000000000000002,1.8299999999999998,2,0,3.0,7.3999999999999995,87,0,0,0,0,0,471.0,0,19,25,14.0,7,1079,746,810,1,8
Nathan_Aké_308,308,0,9,419,9,161.6,1.3,2.85,1.55,16.48,15,1,69.7,383.4,1871,0,0,0,0,0,261086.55263157896,22,51,76,150.0,92,1456074,1105455,1908,2,26
Nathan_Bishop_656,656,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1019.3703703703703,0,20,49,0.0,0,1479,1207,1080,0,0
Nathan_Butler-Oyedeji_685,685,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,611.5,0,34,43,0.0,0,735,886,990,0,0
Nathan_Collins_516,516,0,6,326,4,37.9,0.21000000000000002,0.44,0.23,32.93,37,0,48.9,419.0,1811,0,0,0,1,0,68660.52631578948,19,32,57,29.0,49,122858,189959,1674,2,26
Nathan_Ferguson_174,174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,22205.07894736842,0,42,47,0.0,0,31116,43827,1485,0,0
Nathan_Fraser_657,657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8426.08,0,21,43,0.0,0,24611,17634,1125,0,0
Nathan_Patterson_197,197,0,0,173,2,111.9,0.71,1.19,0.48,25.400000000000002,22,0,45.3,231.4,1274,0,0,0,0,0,430884.63157894736,14,45,46,108.0,31,1207756,1468546,1506,3,19
Nathan_Redmond_403,403,0,0,3,0,0.0,0.0,0.0,0.0,0.02,0,0,0.0,0.0,1,0,0,0,0,0,3420.2368421052633,0,54,55,0.0,1,857,6094,2020,0,1
Nathan_Tella_412,412,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,233.1315789473684,0,54,55,0.0,0,13,294,1900,0,0
Nathaniel_Chalobah_203,203,0,0,2,0,0.6,0.0,0.09,0.09,6.73,4,0,2.3,4.6000000000000005,11,0,0,0,1,0,9711.28947368421,1,53,55,17.0,1,10548,19599,1679,0,4
Nathaniel_Clyne_157,157,0,0,246,3,124.9,0.6000000000000001,0.6000000000000001,0.0,26.259999999999998,23,0,33.6,203.6,1638,0,0,0,0,0,16108.447368421053,19,42,47,8.0,44,24988,31201,1710,3,22
Nathaniel_Phillips_501,501,0,0,17,0,1.4,0.01,0.05,0.04,0.48,1,0,3.4,15.4,65,0,0,0,0,0,50147.63157894737,1,46,76,18.0,3,100791,86954,1481,0,2
Nayef_Aguerd_472,472,0,5,320,5,67.5,0.23,2.46,2.23,28.42,28,2,58.5,404.4,1594,0,0,0,0,0,19710.57894736842,17,40,57,113.0,58,100667,64782,1832,4,18
Neal_Maupay_110,110,0,3,86,3,109.9,0.24,5.15,4.91,22.04,19,1,62.2,85.8,1104,0,0,0,0,0,65850.63157894737,11,46,44,429.0,41,258275,263755,2265,4,27
Neco_Williams_295,295,1,1,284,4,257.3,1.22,2.46,1.24,39.55,41,1,84.0,372.2,1872,0,0,0,0,0,2136496.1842105263,20,35,71,209.0,54,2101044,3395374,1502,7,31
Neeskens_Kebano_204,204,4,0,123,3,179.7,0.88,1.3599999999999999,0.48,12.370000000000001,10,0,41.5,119.6,758,0,0,0,0,0,6489.763157894737,9,53,55,112.0,40,11631,16751,2060,0,17
Nick_Pope_376,376,0,14,678,14,20.0,0.01,0.01,0.0,39.44,32,0,72.9,709.6,3261,0,0,2,1,87,2067787.3157894737,37,46,55,0.0,157,3892822,2768243,2018,3,37
Nico_O'Reilly_774,774,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5.666666666666667,0,1,3,0.0,0,16,4,135,0,0
Nicolas_Pépé_9,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,13765.315789473685,0,60,71,0.0,0,5198,35404,2017,0,0
Niels_Nkounkou_198,198,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23702.473684210527,0,45,46,0.0,0,8908,43381,1520,0,0
Nikola_Vlasic_466,466,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1287.0,0,40,57,0.0,0,221,3425,1900,0,0
Noni_Madueke_708,708,0,2,105,0,131.9,0.72,1.62,0.9,13.11,13,1,44.6,130.8,639,0,0,0,0,0,8004.0,7,21,21,182.0,26,43572,23798,983,0,12
Norberto_Murara Neto_574,574,0,9,510,6,0.0,0.02,0.02,0.0,44.7,39,0,72.8,727.6,2385,0,0,0,0,100,35680.59459459459,27,45,61,0.0,93,163492,103203,1665,4,27
Nuno_Varela Tavares_17,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,915.4473684210526,0,60,71,0.0,0,0,1924,1710,0,0
Nélson_Cabral Semedo_482,482,1,5,424,8,226.5,0.91,1.44,0.53,50.02,43,0,74.4,443.4,2633,0,0,0,1,0,50524.05263157895,31,32,57,79.0,75,228700,152462,1900,11,36
Odeluga_Offiah_736,736,0,0,10,0,1.5,0.02,0.02,0.0,1.77,3,0,0.7999999999999999,6.2,23,0,0,0,0,0,1234.5263157894738,0,25,36,0.0,1,2200,1154,760,0,2
Odsonne_Edouard_166,166,2,5,225,5,227.7,0.8,4.94,4.14,24.19,25,5,111.5,351.6,1788,0,0,0,0,0,254771.31578947368,20,42,47,544.0,82,903801,986355,1974,3,35
Oleksandr_Zinchenko_313,313,2,8,500,10,387.7,2.39,3.71,1.32,26.67,28,1,98.3,405.0,2122,0,0,0,0,0,1322012.3421052631,26,60,71,190.0,99,3237881,3938952,1937,3,27
Oliver_Hammond_553,553,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3934.8947368421054,0,35,71,0.0,0,4537,6505,1650,0,0
Oliver_Skipp_441,441,0,1,199,4,146.1,0.41,0.7,0.29000000000000004,22.65,28,1,39.8,198.2,1489,0,0,0,0,0,12726.973684210527,18,58,75,52.0,43,26951,28040,1652,7,23
Oliwier_Zych_745,745,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,590.0588235294117,0,16,25,0.0,0,1208,711,680,0,0
Ollie_Watkins_40,40,8,25,550,13,408.5,2.66,18.810000000000002,16.15,46.65,40,15,247.0,792.0,3129,0,1,0,0,0,876846.0263157894,36,39,58,1268.0,175,4367146,3168389,2780,4,37
Omar_Richards_511,511,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,692.2631578947369,0,35,71,0.0,0,1277,1756,1676,0,0
Omari_Hutchinson_653,653,0,0,2,0,1.8,0.02,0.02,0.0,0.63,0,0,0.7,1.0,22,0,0,0,0,0,589.9629629629629,0,26,32,4.0,1,1999,1695,1167,0,1
Orel_Mangala_536,536,1,0,190,5,61.6,0.7,1.27,0.5700000000000001,29.46,24,1,32.8,191.4,1543,0,0,0,0,0,2613.3684210526317,20,35,71,75.0,50,3276,5842,1867,3,27
