player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90
Harrison Ashby,555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,52184.0,0,0.0,0,92466,100143,0,0,£4.0,£3.8,£-0.2,-7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Reed,211,4,9,409,9,495.6,2.04,3.9899999999999998,1.95,53.81,44,3,124.2,480.4,2868,1,0,0,0,0,96396.0,35,266.0,107,373118,323770,5,37,£4.5,£4.3,£-0.2,49348,31.866666666666667,0.06401673640167364,0.1252092050209205,0.06119246861924686,1.6885983263598328,0.09414225941422594,1.3807531380753137,0.0,0.12552301255230125,0.2824267782426778
Harry Arter,378,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,28382.0,0,0.0,0,81743,74728,0,0,£4.5,£4.1,£-0.4,7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Kane,427,9,48,1008,11,744.8,4.01,24.96,20.95,49.11,62,30,371.0,1256.6,3406,0,1,0,0,0,3214064.0,38,1707.0,263,8027204,6491471,6,38,£11.5,£11.5,£0.0,1535733,37.84444444444444,0.10596007046388727,0.6595419847328245,0.5535819142689372,1.2976805637110982,0.7927187316500294,1.6382853787433942,0.0,0.23781561949500882,1.2683499706400472
Harry Maguire,330,0,2,201,5,20.3,0.04,0.38,0.34,10.790000000000001,7,0,25.200000000000003,180.6,762,0,0,0,0,0,44861.0,8,51.0,39,45525,109368,4,16,£5.0,£4.7,£-0.3,-63843,8.466666666666667,0.004724409448818898,0.04488188976377953,0.04015748031496063,1.2744094488188977,0.0,0.8267716535433071,0.0,0.0,0.23622047244094488
Harry Souttar,727,1,0,151,1,38.9,0.1,1.57,1.47,18.810000000000002,19,0,34.6,242.6,991,1,0,0,0,0,5192.0,11,65.0,20,11906,8270,2,12,£4.5,£4.5,£0.0,3636,11.011111111111111,0.009081735620585268,0.14258324924318871,0.13350151362260343,1.7082744702320891,0.0,1.7255297679112007,0.0,0.09081735620585267,0.0
Harry Toffolo,523,0,1,134,2,93.5,0.93,1.21,0.28,19.73,17,0,30.6,147.0,933,0,0,0,0,0,10103.0,9,67.0,30,17005,22585,2,19,£4.5,£4.3,£-0.2,-5580,10.366666666666667,0.08971061093247588,0.11672025723472668,0.027009646302250806,1.9032154340836012,0.0,1.6398713826366558,0.0,0.0,0.09646302250803858
Harry Wilson,212,5,2,215,2,182.1,1.03,3.06,2.03,21.44,15,2,56.4,209.2,1085,0,0,0,0,0,8363.0,13,173.0,68,39420,39428,1,29,£6.0,£5.7,£-0.3,-8,12.055555555555555,0.08543778801843319,0.2538248847926267,0.16838709677419353,1.7784331797235025,0.16589861751152074,1.2442396313364055,0.0,0.4147465437788018,0.16589861751152074
Harry Winks,434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,89395.0,0,0.0,0,64152,203204,0,0,£4.5,£4.4,£-0.1,-139052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,264,2,0,379,6,305.1,2.33,11.4,9.07,50.76,51,13,175.5,567.4,2709,0,0,0,0,0,172430.0,32,883.0,138,742506,715803,3,34,£7.0,£6.6,£-0.4,26703,30.1,0.07740863787375415,0.3787375415282392,0.30132890365448506,1.686378737541528,0.4318936877076412,1.6943521594684385,0.0,0.06644518272425248,0.0
Harvey Davies,592,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2492.0,0,0.0,0,1830,2027,0,0,£4.0,£4.0,£0.0,-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,294,2,2,286,5,372.3,4.31,6.43,2.12,26.07,20,1,99.39999999999999,257.0,1600,0,0,0,0,0,73702.0,18,363.0,62,269888,232475,2,32,£5.0,£4.8,£-0.2,37413,17.77777777777778,0.24243749999999997,0.3616875,0.11925,1.4664375,0.056249999999999994,1.125,0.0,0.11249999999999999,0.11249999999999999
Harvey Griffiths,658,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1189.0,0,0.0,0,3197,2139,0,0,£4.5,£4.4,£-0.1,1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Vale,606,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,165.0,0,0.0,0,241,163,0,0,£4.5,£4.5,£0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey White,449,0,0,4,0,7.3,0.04,0.04,0.0,0.0,0,0,0.9,2.0,4,0,0,0,0,0,43604.0,0,0.0,1,43966,63490,0,1,£4.5,£4.4,£-0.1,-19524,0.044444444444444446,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haydon Roberts,122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,513.0,0,0.0,0,0,548,0,0,£4.0,£4.0,£0.0,-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Bueno López,558,1,3,239,3,254.8,1.0,1.17,0.17,22.62,29,0,55.300000000000004,221.2,1307,0,0,0,0,0,347289.0,16,74.0,41,1301789,988641,1,21,£4.0,£3.8,£-0.2,313148,14.522222222222222,0.06885998469778118,0.08056618209640397,0.011706197398622801,1.5576128538638103,0.0,1.9969395562356542,0.0,0.06885998469778118,0.20657995409334354
Hugo Lloris,425,0,12,456,7,0.0,0.0,0.0,0.0,30.16,39,0,54.0,540.0,2205,1,0,0,0,79,458221.0,25,0.0,89,505470,722780,0,25,£5.5,£5.4,£-0.1,-217310,24.5,0.0,0.0,0.0,1.2310204081632654,0.0,1.5918367346938775,3.2244897959183674,0.0,0.4897959183673469
Hwang Hee-chan,481,2,3,156,3,138.8,0.62,3.59,2.9699999999999998,16.92,18,3,57.5,194.0,1117,0,0,0,0,0,20043.0,12,242.0,60,35909,66187,1,27,£6.0,£5.7,£-0.3,-30278,12.411111111111111,0.049955237242614144,0.2892569382273948,0.23930170098478062,1.363294538943599,0.2417188898836168,1.450313339301701,0.0,0.1611459265890779,0.2417188898836168
Ibrahima Diallo,416,0,0,95,0,66.0,0.12,0.33,0.21000000000000002,14.48,19,0,17.7,85.4,813,0,0,0,0,0,44908.0,11,28.0,19,57895,92499,4,18,£4.5,£4.1,£-0.4,-34604,9.033333333333333,0.013284132841328414,0.03653136531365314,0.023247232472324724,1.6029520295202953,0.0,2.103321033210332,0.0,0.0,0.0
Ibrahima Konaté,290,0,0,305,7,39.6,0.65,1.86,1.21,24.34,22,0,46.8,285.6,1551,1,0,0,0,0,67749.0,17,144.0,49,323745,257570,5,18,£5.0,£4.9,£-0.1,66175,17.233333333333334,0.037717601547388784,0.10793036750483559,0.0702127659574468,1.4123791102514507,0.0,1.276595744680851,0.0,0.0,0.0
Idrissa Gueye,611,1,1,357,8,193.7,0.83,1.54,0.71,49.99,45,0,65.3,399.2,2577,0,0,0,0,0,6892.0,32,61.0,66,18564,14674,7,33,£5.0,£4.7,£-0.3,3890,28.633333333333333,0.0289871944121071,0.05378346915017462,0.02479627473806752,1.7458672875436556,0.0,1.571594877764843,0.0,0.034924330616996506,0.034924330616996506
Ilkay Gündogan,300,6,9,518,10,636.9,4.37,12.2,7.83,20.31,20,8,182.7,596.2,2351,0,1,0,0,0,327881.0,27,597.0,132,2284796,892038,0,31,£7.5,£7.4,£-0.1,1392758,26.122222222222224,0.16729051467460654,0.4670353041259038,0.2997447894512973,0.7774989366227136,0.30625265844321564,0.7656316461080391,0.0,0.22968949383241172,0.3445342407486176
Illan Meslier,238,0,8,548,5,0.0,0.01,0.13,0.12,57.06,67,0,75.9,738.6,3060,0,0,0,0,94,226072.0,34,17.0,90,338229,376729,3,34,£4.5,£4.4,£-0.1,-38500,34.0,0.00029411764705882356,0.003823529411764706,0.003529411764705882,1.678235294117647,0.0,1.9705882352941178,2.764705882352941,0.0,0.23529411764705882
Illia Zabarnyi,722,0,0,54,0,0.9,0.01,0.01,0.0,5.12,5,0,4.1,41.2,297,0,0,0,0,0,515.0,3,0.0,7,1185,813,0,5,£4.5,£4.5,£0.0,372,3.3,0.0030303030303030307,0.0030303030303030307,0.0,1.5515151515151517,0.0,1.5151515151515151,0.0,0.0,0.0
Imari Samuels,765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,62.0,0,0.0,0,188,35,0,0,£4.0,£4.0,£0.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Price,678,0,0,3,0,15.6,0.02,0.02,0.0,0.33,0,0,2.5,9.6,32,0,0,0,0,0,315.0,0,0.0,0,948,720,1,1,£4.5,£4.5,£0.0,228,0.35555555555555557,0.05625,0.05625,0.0,0.928125,0.0,0.0,0.0,0.0,0.0
Ishé Samuels-Smith,757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,256.0,0,0.0,0,211,144,0,0,£4.0,£4.0,£0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issa Diop,470,0,8,422,7,27.7,0.49,0.78,0.29,35.86,26,1,53.8,432.6,2008,0,0,0,0,0,29620.0,21,78.0,79,105477,82305,2,25,£4.5,£4.3,£-0.2,23172,22.31111111111111,0.02196215139442231,0.0349601593625498,0.01299800796812749,1.6072709163346615,0.044820717131474105,1.1653386454183268,0.0,0.0,0.35856573705179284
Ivan Neves Abreu Cavaleiro,214,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3498.0,0,0.0,0,1947,8451,0,0,£5.0,£4.8,£-0.2,-6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Perišić,448,8,6,430,6,732.8,5.23,7.71,2.48,33.910000000000004,44,1,164.2,517.8,2099,0,0,0,0,0,2163148.0,23,394.0,94,3905353,4335382,6,34,£5.5,£5.3,£-0.2,-430029,23.322222222222223,0.22424964268699382,0.3305859933301572,0.10633635064316341,1.453978084802287,0.04287756074321105,1.8866126727012862,0.0,0.3430204859456884,0.2572653644592663
Ivan Toney,80,4,35,607,10,424.3,3.72,22.46,18.74,43.65,42,20,258.7,926.8,2953,0,1,0,0,0,2895439.0,33,1240.0,182,11149605,9233268,9,33,£7.0,£7.1,£0.1,1916337,32.81111111111111,0.11337622756518795,0.6845242126650865,0.5711479850998984,1.3303420250592617,0.6095496105655266,1.280054182187606,0.0,0.12190992211310532,1.0667118184896716
Jack Butland,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7480.0,0,0.0,0,5081,11052,0,0,£4.5,£4.4,£-0.1,-5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Colback,381,0,0,73,0,33.7,0.15,0.15,0.0,9.82,11,0,9.9,62.0,492,0,0,0,0,0,91480.0,4,2.0,14,214419,301759,0,11,£4.5,£4.1,£-0.4,-87340,5.466666666666667,0.027439024390243903,0.027439024390243903,0.0,1.7963414634146342,0.0,2.0121951219512195,0.0,0.0,0.0
Jack Grealish,305,10,9,490,10,721.3,6.74,11.24,4.5,14.459999999999999,16,5,191.70000000000002,515.8,2051,0,0,0,0,0,516636.0,23,683.0,121,3103163,2277117,4,28,£7.0,£7.1,£0.1,826046,22.788888888888888,0.2957581667479279,0.4932228181374939,0.19746465138956606,0.634519746465139,0.21940516821062897,0.7020965382740127,0.0,0.43881033642125794,0.39492930277913213
Jack Harrison,233,8,15,403,6,791.5,5.06,10.5,5.44,49.47,55,5,181.2,556.2,2707,1,0,0,0,0,262673.0,34,466.0,134,1196361,930966,2,36,£6.0,£5.7,£-0.3,265395,30.07777777777778,0.1682305134835611,0.3490949390469154,0.18086442556335428,1.6447358699667527,0.1662356852604359,1.828592537864795,0.0,0.2659770964166974,0.4987070557813077
Jack Hinshelwood,677,0,0,3,0,0.0,0.0,0.0,0.0,0.23,0,0,0.0,0.0,1,0,0,0,0,0,186.0,0,0.0,1,397,254,0,1,£4.5,£4.5,£0.0,143,0.011111111111111112,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0
Jack Stacey,65,0,0,36,0,8.6,0.03,0.12,0.09,6.140000000000001,10,0,6.0,44.2,293,0,0,0,0,0,4714.0,3,8.0,6,2843,6231,2,10,£4.5,£4.2,£-0.3,-3388,3.2555555555555555,0.009215017064846415,0.03686006825938566,0.02764505119453925,1.8860068259385667,0.0,3.0716723549488054,0.0,0.0,0.0
Jack Stephens,404,0,1,233,4,57.3,0.23,0.59,0.36,24.62,24,0,38.0,270.0,1218,0,0,0,0,0,5246.0,13,51.0,35,7569,9990,3,17,£4.5,£4.3,£-0.2,-2421,13.533333333333333,0.016995073891625617,0.043596059113300493,0.026600985221674877,1.8192118226600986,0.0,1.7733990147783252,0.0,0.0,0.07389162561576355
Jack Wells-Morrison,654,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,324.0,0,0.0,0,859,704,0,0,£4.5,£4.5,£0.0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson Smith,557,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,85979.0,0,0.0,0,69468,81297,0,0,£4.0,£3.9,£-0.1,-11829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Murphy,365,2,2,240,3,302.5,2.95,6.41,3.46,16.13,12,4,98.9,275.0,1230,0,0,0,0,0,367388.0,14,410.0,78,738671,946118,0,36,£4.5,£4.2,£-0.3,-207447,13.666666666666666,0.2158536585365854,0.46902439024390247,0.2531707317073171,1.1802439024390243,0.29268292682926833,0.8780487804878049,0.0,0.14634146341463417,0.14634146341463417
Jacob Ramsey,47,8,13,470,11,496.7,2.89,7.96,5.07,40.5,33,6,152.8,607.2,2634,1,0,0,0,0,108477.0,31,424.0,135,352030,383760,5,35,£5.5,£5.1,£-0.4,-31730,29.266666666666666,0.09874715261958998,0.2719817767653759,0.1732346241457859,1.3838268792710706,0.2050113895216401,1.1275626423690206,0.0,0.2733485193621868,0.44419134396355353
Jaden Philogene-Bidace,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,258.0,0,0.0,0,0,372,0,0,£4.5,£4.5,£0.0,-372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,340,3,8,375,13,543.9,4.13,8.15,4.0200000000000005,24.95,18,6,131.7,390.6,1683,0,0,0,0,0,430429.0,21,382.0,105,630539,1255026,0,26,£7.5,£7.1,£-0.4,-624487,18.7,0.22085561497326203,0.4358288770053476,0.21497326203208558,1.3342245989304813,0.32085561497326204,0.9625668449197862,0.0,0.16042780748663102,0.42780748663101603
Jaidon Anthony,75,1,4,193,2,209.1,1.1,2.79,1.69,26.14,29,3,77.2,299.4,1241,0,0,0,0,0,7912.0,11,263.0,61,12707,18026,2,30,£5.5,£5.2,£-0.3,-5319,13.78888888888889,0.07977437550362611,0.2023368251410153,0.12256244963738919,1.8957292506043513,0.217566478646253,2.103142626913779,0.0,0.072522159548751,0.290088638195004
Jairo Riedewald,164,0,0,19,0,2.6,0.01,0.05,0.04,0.9299999999999999,0,0,1.5,9.8,60,0,0,0,0,0,5334.0,0,4.0,6,6780,9390,0,6,£4.5,£4.2,£-0.3,-2610,0.6666666666666666,0.015000000000000001,0.07500000000000001,0.060000000000000005,1.395,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,710,0,1,111,2,4.1,0.01,0.11,0.1,6.46,6,1,6.3,53.599999999999994,425,0,0,0,0,0,4798.0,5,4.0,26,32280,4532,0,7,£4.0,£4.0,£0.0,27748,4.722222222222222,0.0021176470588235292,0.023294117647058823,0.021176470588235293,1.3679999999999999,0.21176470588235294,1.2705882352941176,0.0,0.0,0.21176470588235294
Jakub Moder,117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1792.0,0,0.0,0,1878,3923,0,0,£4.5,£4.4,£-0.1,-2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,360,0,0,22,0,0.8999999999999999,0.01,0.12000000000000001,0.11000000000000001,4.34,5,0,5.4,42.6,214,0,0,0,0,0,9061.0,2,13.0,3,6468,16103,4,7,£4.5,£4.3,£-0.2,-9635,2.3777777777777778,0.004205607476635514,0.05046728971962617,0.04626168224299066,1.825233644859813,0.0,2.102803738317757,0.0,0.0,0.0
Jamal Lewis,372,0,0,6,0,0.8,0.0,0.0,0.0,1.0499999999999998,1,0,0.6,1.0,9,0,0,0,0,0,4314.0,0,4.0,2,5033,5981,0,2,£4.5,£4.4,£-0.1,-948,0.1,0.0,0.0,0.0,10.499999999999998,0.0,10.0,0.0,0.0,0.0
Jamal Lowe,61,0,0,6,0,0.3,0.01,0.01,0.0,0.62,0,0,0.1,0.2,11,0,0,0,0,0,2956.0,0,0.0,2,1151,5312,0,2,£5.5,£5.2,£-0.3,-4161,0.12222222222222222,0.08181818181818182,0.08181818181818182,0.0,5.072727272727273,0.0,0.0,0.0,0.0,0.0
James Bree,716,0,0,51,0,65.3,0.31,0.34,0.03,9.23,12,0,11.7,49.199999999999996,366,0,0,0,0,0,917.0,4,4.0,4,1497,1219,1,5,£4.5,£4.5,£0.0,278,4.066666666666666,0.07622950819672132,0.0836065573770492,0.007377049180327869,2.269672131147541,0.0,2.9508196721311477,0.0,0.0,0.0
James Furlong,652,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1576.0,0,0.0,0,2100,2077,0,0,£4.0,£4.0,£0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Garner,570,1,0,109,2,114.6,0.5,1.2,0.7,15.66,13,0,26.5,90.39999999999999,796,0,0,0,0,0,4787.0,7,57.0,25,12488,11366,3,16,£4.5,£4.5,£0.0,1122,8.844444444444445,0.05653266331658291,0.13567839195979897,0.07914572864321608,1.7706030150753769,0.0,1.4698492462311556,0.0,0.11306532663316582,0.0
James Hill,539,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3896.0,0,0.0,0,1634,4058,0,0,£4.5,£4.4,£-0.1,-2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Justin,268,2,2,263,5,138.8,0.49000000000000005,0.8,0.31,21.31,25,0,38.699999999999996,208.4,1252,0,0,0,0,0,92938.0,14,40.0,45,288486,387570,0,14,£4.5,£4.1,£-0.4,-99084,13.911111111111111,0.03522364217252397,0.05750798722044729,0.022284345047923322,1.5318690095846643,0.0,1.7971246006389776,0.0,0.14376996805111822,0.14376996805111822
James Maddison,261,9,9,520,4,970.0,5.53,14.03,8.5,47.16,54,10,252.9,785.4,2479,0,1,0,0,0,761527.0,28,769.0,135,4775955,4501411,10,30,£8.0,£7.8,£-0.2,274544,27.544444444444444,0.20076643807987093,0.509358612343687,0.3085921742638161,1.7121419927390076,0.3630496167809601,1.9604679306171844,0.0,0.32674465510286405,0.32674465510286405
James McArthur,154,0,0,13,0,1.7000000000000002,0.0,0.0,0.0,0.41000000000000003,0,0,0.8999999999999999,6.8,50,0,0,0,0,0,653.0,0,0.0,4,1140,1973,0,4,£5.0,£4.8,£-0.2,-833,0.5555555555555556,0.0,0.0,0.0,0.738,0.0,0.0,0.0,0.0,0.0
James McAtee,317,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,469.0,0,0.0,0,0,841,0,0,£4.5,£4.5,£0.0,-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Milner,274,1,0,187,3,207.20000000000002,1.6300000000000001,2.0300000000000002,0.4,13.56,12,0,47.2,172.8,889,0,0,0,0,0,81260.0,7,92.0,42,149858,183143,2,31,£4.5,£4.4,£-0.1,-33285,9.877777777777778,0.16501687289088865,0.20551181102362207,0.04049493813273341,1.3727784026996626,0.0,1.2148481439820022,0.0,0.10123734533183351,0.0
James Tarkowski,199,1,13,632,9,184.7,1.89,4.86,2.97,67.45,57,1,164.2,1019.6,3420,0,0,0,0,0,329444.0,38,435.0,106,2154132,1072872,6,38,£4.5,£4.1,£-0.4,1081260,38.0,0.049736842105263156,0.12789473684210528,0.0781578947368421,1.7750000000000001,0.02631578947368421,1.5,0.0,0.02631578947368421,0.34210526315789475
James Tomkins,153,0,1,50,0,1.1,0.0,0.81,0.81,9.99,10,1,14.599999999999998,90.0,335,0,0,0,1,0,103586.0,3,54.0,8,179531,199175,1,6,£4.0,£3.9,£-0.1,-19644,3.7222222222222223,0.0,0.21761194029850747,0.21761194029850747,2.6838805970149253,0.26865671641791045,2.6865671641791042,0.0,0.0,0.26865671641791045
James Ward-Prowse,407,4,18,747,4,1162.9,5.3,11.16,5.859999999999999,60.71,72,9,236.3,880.4,3371,1,2,0,0,0,680393.0,38,319.0,142,1419793,1735124,6,38,£6.5,£6.1,£-0.4,-315331,37.455555555555556,0.14150103826757637,0.2979531296351231,0.1564520913675467,1.6208543458914269,0.24028478196380895,1.9222782557104716,0.0,0.10679323642835954,0.4805695639276179
James Wright,753,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.0,0,0.0,0,464,251,0,0,£4.0,£4.0,£0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Shackleton,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,292.0,0,0.0,0,0,444,0,0,£4.5,£4.5,£0.0,-444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Vardy,255,5,4,206,4,173.5,0.7,7.44,6.74,34.769999999999996,38,3,90.6,287.0,1841,0,1,0,0,0,249065.0,19,451.0,82,331127,594970,1,37,£9.5,£9.1,£-0.4,-263843,20.455555555555556,0.03422053231939163,0.3637153720803911,0.32949483976099947,1.6997827267789243,0.14665942422596415,1.857686040195546,0.0,0.24443237370994025,0.1955458989679522
Jan Bednarek,410,0,2,321,3,38.4,0.26,0.68,0.42,36.14,40,0,49.7,415.0,1770,1,0,0,0,0,26006.0,21,43.0,32,30291,51259,5,23,£4.5,£4.1,£-0.4,-20968,19.666666666666668,0.013220338983050847,0.03457627118644068,0.021355932203389827,1.8376271186440678,0.0,2.0338983050847457,0.0,0.0,0.10169491525423728
Jan Paul van Hecke,544,0,0,54,0,5.5,0.04,0.59,0.55,6.72,7,0,7.9,62.8,291,0,0,0,0,0,32565.0,3,10.0,6,33015,35949,2,8,£4.0,£4.0,£0.0,-2934,3.2333333333333334,0.012371134020618556,0.1824742268041237,0.17010309278350516,2.0783505154639172,0.0,2.1649484536082473,0.0,0.0,0.0
Jannik Vestergaard,253,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,663814.0,0,0.0,0,598251,1000415,0,0,£4.0,£3.8,£-0.2,-402164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,439,0,0,32,0,6.199999999999999,0.01,0.01,0.0,3.69,5,0,3.3,27.599999999999998,145,0,0,0,0,0,301634.0,2,0.0,4,269163,406446,0,4,£4.0,£3.8,£-0.2,-137283,1.6111111111111112,0.006206896551724138,0.006206896551724138,0.0,2.290344827586207,0.0,3.103448275862069,0.0,0.0,0.0
Jarrad Branthwaite,196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1461.0,0,0.0,0,0,1815,0,0,£4.0,£4.0,£0.0,-1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,465,9,9,431,9,674.8,6.0,15.38,9.38,47.839999999999996,50,6,237.9,625.8,3232,0,1,0,0,0,383256.0,36,1076.0,145,1398271,1587059,2,38,£8.5,£8.0,£-0.5,-188788,35.91111111111111,0.1670792079207921,0.42827970297029705,0.261200495049505,1.332178217821782,0.1670792079207921,1.3923267326732673,0.0,0.2506188118811881,0.2506188118811881
Jason Steele,102,1,8,332,6,13.0,0.15,0.15,0.0,23.46,23,0,36.1,347.6,1350,1,0,1,0,37,224860.0,15,0.0,65,1236363,252705,1,15,£4.0,£4.0,£0.0,983658,15.0,0.01,0.01,0.0,1.564,0.0,1.5333333333333334,2.466666666666667,0.06666666666666667,0.5333333333333333
Javier Manquillo Gaitán,363,0,0,19,0,5.5,0.01,0.01,0.0,0.9700000000000001,1,0,2.0,12.0,34,0,0,0,0,0,5967.0,0,2.0,4,3739,8247,0,4,£4.5,£4.2,£-0.3,-4508,0.37777777777777777,0.026470588235294117,0.026470588235294117,0.0,2.5676470588235296,0.0,2.6470588235294117,0.0,0.0,0.0
Jay Stansfield,219,1,0,22,0,12.8,0.03,0.28,0.25,1.8,2,0,6.7,8.4,85,0,0,0,0,0,110850.0,1,46.0,7,309334,354945,0,3,£4.5,£4.5,£0.0,-45611,0.9444444444444444,0.03176470588235294,0.29647058823529415,0.2647058823529412,1.9058823529411766,0.0,2.1176470588235294,0.0,1.0588235294117647,0.0
Jean-Philippe Gbamin,187,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2493.0,0,0.0,0,1426,4937,0,0,£4.5,£4.5,£0.0,-3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,168,0,3,96,3,67.10000000000001,0.16,3.6,3.44,13.49,10,2,41.0,115.8,748,0,0,0,0,0,45173.0,6,240.0,41,101566,141353,3,29,£5.5,£5.1,£-0.4,-39787,8.311111111111112,0.01925133689839572,0.4331550802139037,0.413903743315508,1.6231283422459892,0.24064171122994651,1.2032085561497325,0.0,0.0,0.36096256684491973
Jeff Hendrick,375,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,260.0,0,0.0,0,0,314,0,0,£4.5,£4.5,£0.0,-314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Lerma Solís,64,0,5,500,7,293.6,3.0,5.58,2.58,60.57,67,5,122.1,616.6,3252,1,0,0,0,0,56476.0,37,311.0,101,149008,161599,7,37,£5.0,£4.7,£-0.3,-12591,36.13333333333333,0.08302583025830258,0.15442804428044282,0.07140221402214023,1.6762915129151292,0.13837638376383765,1.8542435424354244,0.0,0.0,0.13837638376383765
