player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90
Diego Llorente,228,0,2,115,1,5.8,0.03,0.75,0.72,11.0,12,0,14.6,99.0,648,0,0,0,0,0,27975.0,7,40.0,16,29037,43790,1,8,£4.5,£4.4,£-0.1,-14753,7.2,0.004166666666666667,0.10416666666666666,0.09999999999999999,1.5277777777777777,0.0,1.6666666666666665,0.0,0.0,0.2777777777777778
Diogo Dalot Teixeira,342,2,19,502,10,418.6,1.53,4.0200000000000005,2.4899999999999998,34.27,34,1,116.0,469.4,2152,0,0,0,0,0,673622.0,24,272.0,102,2706034,2745482,6,26,£4.5,£4.8,£0.3,-39448,23.91111111111111,0.06398698884758364,0.16812267657992566,0.104135687732342,1.433224907063197,0.041821561338289966,1.4219330855018588,0.0,0.08364312267657993,0.7946096654275093
Diogo Pinheiro Monteiro,743,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1081.0,0,0.0,0,2512,1822,0,0,£4.0,£4.0,£0.0,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Teixeira da Silva,288,4,9,282,5,237.9,1.7,8.08,6.38,17.76,19,7,87.5,304.2,1125,0,0,0,0,0,114758.0,12,337.0,80,1121457,771566,2,22,£9.0,£8.6,£-0.4,349891,12.5,0.136,0.6464,0.5104,1.4208,0.56,1.52,0.0,0.32,0.72
Divin Mubama,669,0,0,7,0,11.4,0.01,0.01,0.0,1.07,0,0,1.4,2.4000000000000004,36,0,0,0,0,0,4485.0,0,0.0,3,15643,9751,0,3,£4.5,£4.5,£0.0,5892,0.4,0.024999999999999998,0.024999999999999998,0.0,2.675,0.0,0.0,0.0,0.0,0.0
Djed Spence,522,0,0,10,0,1.3,0.0,0.06,0.06,0.47,0,0,2.2,0.2,5,0,0,0,0,0,25369.0,0,20.0,4,14560,59788,0,4,£4.5,£4.1,£-0.4,-45228,0.05555555555555555,0.0,1.08,1.08,8.46,0.0,0.0,0.0,0.0,0.0
Dominic Ballard,770,0,0,4,0,0.3,0.0,0.0,0.0,1.06,0,0,0.1,1.0,24,0,0,0,0,0,258.0,0,0.0,2,449,41,0,2,£4.5,£4.5,£0.0,408,0.26666666666666666,0.0,0.0,0.0,3.975,0.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,191,1,2,89,4,122.4,0.72,6.62,5.9,23.13,22,2,66.4,138.4,1166,0,0,0,0,0,36025.0,15,409.0,40,167822,197221,3,17,£8.0,£7.9,£-0.1,-29399,12.955555555555556,0.0555746140651801,0.5109777015437392,0.4554030874785592,1.7853344768439108,0.15437392795883362,1.6981132075471699,0.0,0.07718696397941681,0.15437392795883362
Dominic Sadi,697,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1727.0,0,0.0,0,5597,4181,0,0,£4.5,£4.5,£0.0,1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Solanke,66,10,14,339,8,279.9,2.3000000000000003,11.39,9.09,51.51,52,6,184.4,524.8,2865,0,0,0,0,0,302160.0,32,1046.0,130,2034357,1760809,2,33,£6.0,£5.6,£-0.4,273548,31.833333333333332,0.07225130890052357,0.3578010471204189,0.2855497382198953,1.6181151832460734,0.18848167539267016,1.6335078534031415,0.0,0.31413612565445026,0.4397905759162304
Dominic Thompson,98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2177.0,0,0.0,0,0,2961,0,0,£4.0,£4.0,£0.0,-2961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,336,0,0,21,0,40.2,0.14,0.24000000000000002,0.1,1.58,3,0,10.5,11.2,162,0,0,0,0,0,20567.0,2,54.0,8,8087,49654,0,7,£5.5,£5.1,£-0.4,-41567,1.8,0.07777777777777778,0.13333333333333333,0.05555555555555556,0.8777777777777778,0.0,1.6666666666666665,0.0,0.0,0.0
Douglas Luiz Soares de Paulo,46,7,17,594,13,655.4,2.92,5.71,2.79,42.8,35,6,155.79999999999998,661.6,2922,0,0,0,1,0,57184.0,33,242.0,142,215750,173027,6,37,£5.0,£4.8,£-0.2,42723,32.46666666666667,0.08993839835728952,0.17587268993839836,0.08593429158110882,1.3182751540041067,0.18480492813141683,1.0780287474332648,0.0,0.21560574948665295,0.5236139630390143
Duje Caleta-Car,623,0,2,182,1,16.2,0.14,0.9700000000000001,0.8300000000000001,15.36,15,1,34.9,262.4,942,0,0,0,0,0,3381.0,9,69.0,28,5624,5258,2,13,£4.5,£4.4,£-0.1,366,10.466666666666667,0.01337579617834395,0.0926751592356688,0.07929936305732485,1.4675159235668789,0.09554140127388534,1.4331210191082802,0.0,0.0,0.19108280254777069
Dwight Gayle,361,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7100.0,0,0.0,0,0,12574,0,0,£4.5,£4.5,£0.0,-12574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight McNeil,534,5,14,505,5,726.6,5.45,8.96,3.51,51.3,46,7,189.2,699.4,2490,0,0,0,0,0,32437.0,28,462.0,126,362544,122698,5,36,£5.5,£5.2,£-0.3,239846,27.666666666666668,0.19698795180722892,0.323855421686747,0.12686746987951805,1.8542168674698793,0.25301204819277107,1.6626506024096386,0.0,0.18072289156626506,0.5060240963855421
Eberechi Eze,169,5,21,580,9,800.4,2.92,10.17,7.25,32.64,35,10,208.9,692.8,2631,0,0,0,0,0,399252.0,30,597.0,159,2812222,1450362,3,38,£5.5,£5.7,£0.2,1361860,29.233333333333334,0.09988597491448117,0.3478905359179019,0.24800456100342075,1.116533637400228,0.3420752565564424,1.1972633979475484,0.0,0.1710376282782212,0.7183580387685291
Ed Turns,640,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2385.0,0,0.0,0,3677,3744,0,0,£4.0,£4.0,£0.0,-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,11,2,5,161,2,128.2,1.26,9.15,7.89,14.65,16,4,93.1,213.4,1071,0,0,0,0,0,367666.0,9,598.0,63,2608630,1986336,3,30,£7.0,£6.3,£-0.7,622294,11.9,0.10588235294117647,0.7689075630252101,0.6630252100840336,1.23109243697479,0.3361344537815126,1.3445378151260503,0.0,0.1680672268907563,0.42016806722689076
Ederson Santana de Moraes,307,1,8,581,11,13.1,0.22,0.22,0.0,28.080000000000002,32,0,49.2,479.0,3150,0,0,0,0,46,1607270.0,35,0.0,121,2526775,2193629,3,35,£5.5,£5.4,£-0.1,333146,35.0,0.006285714285714286,0.006285714285714286,0.0,0.8022857142857144,0.0,0.9142857142857143,1.3142857142857143,0.02857142857142857,0.22857142857142856
Edouard Mendy,147,0,0,132,1,0.0,0.0,0.0,0.0,14.24,14,0,20.2,200.4,855,0,0,0,0,25,964466.0,9,0.0,24,684797,1819978,1,10,£5.0,£4.8,£-0.2,-1135181,9.5,0.0,0.0,0.0,1.4989473684210526,0.0,1.4736842105263157,2.6315789473684212,0.0,0.0
Eldin Jakupovic,627,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1428.0,0,0.0,0,2455,2455,0,0,£4.0,£4.0,£0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellery Balcombe,100,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7681.0,0,0.0,0,0,9967,0,0,£4.0,£4.0,£0.0,-9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,552,1,2,93,1,114.7,1.4500000000000002,2.59,1.1400000000000001,6.03,7,0,36.5,70.2,395,0,0,0,0,0,16353.0,3,180.0,30,23827,30435,0,22,£4.5,£4.3,£-0.2,-6608,4.388888888888889,0.330379746835443,0.5901265822784809,0.259746835443038,1.3739240506329113,0.0,1.5949367088607593,0.0,0.22784810126582278,0.45569620253164556
Ellis Simms,686,0,0,59,0,39.3,0.15,1.01,0.8600000000000001,6.3999999999999995,4,1,13.0,40.800000000000004,219,0,0,0,0,0,10975.0,2,54.0,17,48913,29540,0,11,£4.5,£4.5,£0.0,19373,2.433333333333333,0.06164383561643836,0.41506849315068495,0.3534246575342466,2.6301369863013697,0.4109589041095891,1.6438356164383563,0.0,0.0,0.0
Emerson Leite de Souza Junior,445,2,9,402,7,178.9,0.97,2.58,1.6099999999999999,22.24,27,2,78.7,376.2,1729,0,0,0,1,0,266754.0,20,230.0,86,966521,991644,2,26,£5.0,£4.8,£-0.2,-25123,19.211111111111112,0.05049161364950838,0.1342972816657027,0.08380566801619432,1.1576633892423365,0.10410641989589357,1.4054366685945632,0.0,0.10410641989589357,0.46847888953152106
Emerson Palmieri dos Santos,545,0,2,209,2,188.8,0.77,1.57,0.8,23.26,28,1,59.4,224.8,1317,0,0,0,0,0,160585.0,16,178.0,39,516972,458999,2,22,£4.0,£4.0,£0.0,57973,14.633333333333333,0.05261958997722096,0.10728929384965832,0.054669703872437365,1.5895216400911163,0.0683371298405467,1.9134396355353076,0.0,0.0,0.1366742596810934
Emil Krafth,364,0,0,3,0,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0.0,1,0,0,0,0,0,2411.0,0,0.0,1,687,4940,0,1,£4.5,£4.3,£-0.2,-4253,0.011111111111111112,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,12,2,0,60,0,64.3,0.5499999999999999,0.8,0.25,2.71,5,0,13.8,36.6,161,0,0,0,0,0,49640.0,0,39.0,18,27480,139693,0,12,£6.0,£5.6,£-0.4,-112213,1.788888888888889,0.3074534161490683,0.4472049689440994,0.13975155279503104,1.5149068322981365,0.0,2.795031055900621,0.0,1.1180124223602483,0.0
Emiliano Buendía Stati,42,3,8,370,11,546.3,3.95,10.27,6.32,36.65,34,5,156.6,438.2,2404,0,0,0,0,0,65593.0,27,580.0,117,286209,269181,0,38,£6.0,£5.7,£-0.3,17028,26.711111111111112,0.1478785357737105,0.3844841930116472,0.23660565723793678,1.3720881863560732,0.18718801996672213,1.2728785357737105,0.0,0.11231281198003328,0.2995008319467554
Emiliano Marcondes,63,0,0,3,0,0.0,0.0,0.0,0.0,0.28,1,0,0.1,1.2,8,0,0,0,0,0,1791.0,0,0.0,1,946,2487,0,1,£5.0,£4.7,£-0.3,-1541,0.08888888888888889,0.0,0.0,0.0,3.1500000000000004,0.0,11.25,0.0,0.0,0.0
Emiliano Martínez Romero,31,0,15,678,11,23.0,0.21000000000000002,0.21000000000000002,0.0,43.46,38,0,83.5,813.0,3139,1,0,1,0,98,565453.0,36,0.0,135,1098021,1026678,7,36,£5.0,£5.0,£0.0,71343,34.87777777777778,0.006021025804396305,0.006021025804396305,0.0,1.2460656259955398,0.0,1.089518955081236,2.8098120420516084,0.0,0.43007327174259313
Emmanuel Dennis,585,2,3,113,1,96.8,0.4,2.13,1.73,13.59,17,2,54.6,166.4,709,0,0,0,0,0,13574.0,6,286.0,39,58332,54458,3,19,£6.0,£5.6,£-0.4,3874,7.877777777777778,0.05077574047954866,0.2703808180535966,0.21960507757404793,1.7251057827926657,0.2538787023977433,2.157968970380818,0.0,0.2538787023977433,0.3808180535966149
Enock Mwepu,118,1,0,29,0,39.0,0.24,0.46,0.22,2.77,4,0,12.2,48.8,209,0,0,0,0,0,6419.0,2,34.0,11,3691,14965,0,6,£5.5,£5.3,£-0.2,-11274,2.3222222222222224,0.1033492822966507,0.19808612440191387,0.09473684210526315,1.192822966507177,0.0,1.7224880382775118,0.0,0.43062200956937796,0.0
Enzo Fernández,724,2,1,265,3,307.3,2.64,3.42,0.78,24.91,25,0,67.1,298.2,1547,0,0,0,0,0,123921.0,18,64.0,42,344937,235692,3,18,£5.0,£5.0,£0.0,109245,17.18888888888889,0.15358758888170654,0.19896574014221072,0.0453781512605042,1.449191984486102,0.0,1.4544279250161603,0.0,0.11635423400129281,0.05817711700064641
Eric Bailly,339,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,55100.0,0,0.0,0,20468,139601,0,0,£4.0,£4.0,£0.0,-119133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Dier,430,1,5,569,9,112.3,0.55,2.31,1.76,43.12,52,2,100.1,653.2,2816,0,0,0,0,0,729253.0,31,235.0,96,1660604,1621143,3,33,£5.0,£5.0,£0.0,39461,31.288888888888888,0.017578125000000003,0.07382812500000001,0.05625,1.378125,0.06392045454545454,1.6619318181818183,0.0,0.03196022727272727,0.15980113636363638
Erling Haaland,318,9,40,1040,13,371.0,3.11,31.65,28.54,25.24,26,36,358.1,1390.0,2767,0,0,0,0,0,8656127.0,33,1825.0,272,7882481,2870781,5,35,£11.5,£12.4,£0.9,5011700,30.744444444444444,0.10115648717022045,1.0294542826165523,0.9282977954463317,0.8209613299602457,1.170943259848211,0.845681243223708,0.0,0.29273581496205275,1.3010480664980124
Ethan Ampadu,151,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4804.0,0,0.0,0,1467,6813,0,0,£4.5,£4.4,£-0.1,-5346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,630,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,880.0,0,0.0,1,1683,1394,0,1,£4.5,£4.5,£0.0,289,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Pinnock,92,0,6,575,10,104.9,1.11,3.8400000000000003,2.73,40.17,34,3,113.8,751.6,2700,1,0,0,0,0,53053.0,30,279.0,112,332178,175729,0,30,£4.5,£4.4,£-0.1,156449,30.0,0.037000000000000005,0.128,0.091,1.339,0.1,1.1333333333333333,0.0,0.0,0.2
Ethan Wady,771,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,30.0,0,0.0,0,75,13,0,0,£4.0,£4.0,£0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Euan Pollock,706,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1360.0,0,0.0,0,4315,3246,0,0,£4.5,£4.5,£0.0,1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,596,2,8,213,6,129.1,0.54,5.98,5.4399999999999995,13.45,12,6,76.5,284.2,942,0,0,0,0,0,123091.0,10,350.0,65,721233,396396,1,19,£4.5,£4.6,£0.1,324837,10.466666666666667,0.05159235668789809,0.5713375796178344,0.5197452229299363,1.2850318471337578,0.5732484076433121,1.1464968152866242,0.0,0.19108280254777069,0.7643312101910827
Ezri Konsa Ngoyo,44,0,6,633,12,116.1,0.71,1.79,1.08,50.67,45,0,74.9,560.4,3322,0,0,0,0,0,52583.0,37,72.0,110,218989,139253,6,38,£4.5,£4.4,£-0.1,79736,36.91111111111111,0.019235400361228176,0.048494882600842865,0.029259482239614693,1.372757375075256,0.0,1.2191450933172787,0.0,0.0,0.1625526791089705
Fabian Schär,366,3,6,617,15,263.9,2.0500000000000003,6.68,4.63,36.65,28,1,144.1,653.4,3207,1,0,0,0,0,1343628.0,36,521.0,139,4006861,2492855,7,36,£4.5,£5.1,£0.6,1514006,35.63333333333333,0.057530402245088874,0.18746492048643593,0.12993451824134705,1.028531337698784,0.02806361085126286,0.7857811038353602,0.0,0.08419083255378859,0.16838166510757718
Fabio Henrique Tavares,282,2,0,394,11,302.0,1.87,2.57,0.7,39.21,34,0,79.0,379.2,2666,0,0,0,0,0,92413.0,31,109.0,70,107616,153399,11,36,£5.5,£5.2,£-0.3,-45783,29.622222222222224,0.06312828207051763,0.08675918979744936,0.02363090772693173,1.323668417104276,0.0,1.1477869467366841,0.0,0.06751687921980495,0.0
Fabio Silva,488,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2052.0,0,0.0,0,0,3263,0,0,£5.5,£5.5,£0.0,-3263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Buonanotte,679,1,2,72,1,96.1,0.39,1.69,1.3,11.93,12,1,27.8,87.8,558,0,0,0,0,0,2924.0,6,102.0,26,24782,8915,2,13,£4.5,£4.5,£0.0,15867,6.2,0.06290322580645161,0.2725806451612903,0.20967741935483872,1.9241935483870967,0.16129032258064516,1.9354838709677418,0.0,0.16129032258064516,0.3225806451612903
Facundo Pellistri Rebollo,347,0,0,14,0,1.7,0.02,0.02,0.0,0.7799999999999999,1,0,0.6,3.2,60,0,0,0,0,0,3116.0,0,2.0,4,4223,7379,0,4,£4.5,£4.3,£-0.2,-3156,0.6666666666666666,0.030000000000000002,0.030000000000000002,0.0,1.17,0.0,1.5,0.0,0.0,0.0
Federico Fernández,351,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2653.0,0,0.0,0,638,5256,0,0,£4.5,£4.4,£-0.1,-4618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Augusto de Almeida Monteiro,730,1,3,233,1,79.5,1.1500000000000001,2.35,1.2,31.83,32,0,59.0,379.0,1417,0,0,0,0,0,3933.0,15,130.0,25,13501,8677,4,16,£4.5,£4.5,£0.0,4824,15.744444444444444,0.07304163726182077,0.1492589978828511,0.07621736062103035,2.02166549047283,0.0,2.0324629498941427,0.0,0.06351446718419196,0.19054340155257588
Filip Marschall,670,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,624.0,0,0.0,0,1138,997,0,0,£4.0,£4.0,£0.0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fin Stevens,540,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,17223.0,0,0.0,0,11638,25739,0,0,£4.0,£4.0,£0.0,-14101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flynn Downes,509,0,0,104,1,28.9,0.11,0.5399999999999999,0.43,13.530000000000001,14,0,13.4,55.8,752,0,0,0,0,0,34060.0,7,51.0,27,56519,68540,2,21,£4.5,£4.2,£-0.3,-12021,8.355555555555556,0.013164893617021277,0.06462765957446807,0.0514627659574468,1.619281914893617,0.0,1.675531914893617,0.0,0.0,0.0
Francisco Jorge Tomás Oliveira,490,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,408.0,0,0.0,0,1374,1383,0,0,£5.0,£5.0,£0.0,-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Onyeka,93,3,0,111,3,89.9,0.78,1.81,1.03,15.65,11,0,32.300000000000004,125.8,837,0,0,0,0,0,3666.0,8,106.0,38,4326,6312,0,21,£5.0,£4.8,£-0.2,-1986,9.3,0.08387096774193548,0.19462365591397848,0.110752688172043,1.682795698924731,0.0,1.182795698924731,0.0,0.3225806451612903,0.0
Fraser Forster,426,0,1,222,3,0.0,0.0,0.0,0.0,19.21,24,0,25.8,256.8,1215,0,0,1,0,32,460480.0,13,0.0,40,376354,460760,1,14,£4.0,£3.9,£-0.1,-84406,13.5,0.0,0.0,0.0,1.422962962962963,0.0,1.7777777777777777,2.3703703703703702,0.0,0.07407407407407407
Frederico Rodrigues de Paula Santos,331,3,2,272,4,335.9,1.77,3.8,2.03,21.86,22,2,83.0,282.2,1228,0,0,0,0,0,52925.0,12,213.0,62,61773,120888,6,35,£5.5,£5.1,£-0.4,-59115,13.644444444444444,0.12972312703583064,0.2785016286644951,0.1487785016286645,1.6021172638436483,0.1465798045602606,1.6123778501628665,0.0,0.2198697068403909,0.1465798045602606
Frédéric Guilbert,56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,78478.0,0,0.0,0,67390,106023,0,0,£4.0,£3.9,£-0.1,-38633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Ferreira Vieira,25,2,2,134,2,180.1,1.39,2.25,0.86,5.28,5,1,41.4,115.2,500,0,0,0,0,0,14432.0,3,123.0,40,20496,30149,0,22,£6.0,£5.6,£-0.4,-9653,5.555555555555555,0.2502,0.405,0.1548,0.9504000000000001,0.18,0.9,0.0,0.36,0.36
Fábio Freitas Gouveia Carvalho,296,1,0,80,0,36.699999999999996,0.25,1.36,1.11,5.01,3,2,29.7,89.39999999999999,339,0,0,0,0,0,36927.0,4,173.0,27,116040,106812,0,13,£5.5,£5.1,£-0.4,9228,3.7666666666666666,0.06637168141592921,0.3610619469026549,0.29469026548672567,1.3300884955752212,0.5309734513274337,0.7964601769911505,0.0,0.26548672566371684,0.0
Gabriel Fernando de Jesus,28,7,17,401,9,407.3,2.91,17.15,14.24,23.15,23,11,228.3,594.2,2064,0,0,0,0,0,4578979.0,24,1282.0,125,3672433,7192322,6,26,£8.0,£8.1,£0.1,-3519889,22.933333333333334,0.12688953488372093,0.7478197674418604,0.6209302325581395,1.0094476744186045,0.4796511627906977,1.002906976744186,0.0,0.30523255813953487,0.7412790697674418
Gabriel Martinelli Silva,19,9,18,648,14,838.1,6.98,16.13,9.15,36.160000000000004,33,15,298.1,844.2,2789,0,0,0,0,0,4425979.0,34,1300.0,198,7678562,7751291,3,36,£6.0,£6.5,£0.5,-72729,30.988888888888887,0.22524202223019005,0.5205091430620294,0.2952671208318394,1.1668698458228757,0.48404446038006455,1.0648978128361422,0.0,0.29042667622803875,0.5808533524560775
Gabriel dos Santos Magalhães,16,0,15,723,14,129.7,0.66,5.7,5.04,41.84,43,3,126.5,733.8,3409,0,0,0,0,0,1389934.0,38,401.0,146,2949506,2436932,5,38,£5.0,£5.2,£0.2,512574,37.87777777777778,0.01742446465239073,0.15048401290701086,0.13305954825462013,1.1046054561454972,0.0792021120563215,1.1352302728072747,0.0,0.0,0.39601056028160747
Garang Kuol,683,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,78.0,0,0.0,0,155,126,0,0,£4.5,£4.5,£0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Bazunu,422,0,3,485,4,10.0,0.05,0.05,0.0,46.75,56,0,64.2,633.0,2880,0,0,1,0,69,72531.0,32,0.0,84,105770,115083,0,32,£4.5,£4.4,£-0.1,-9313,32.0,0.0015625,0.0015625,0.0,1.4609375,0.0,1.75,2.15625,0.0,0.09375
George Abbott,758,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,151.0,0,0.0,1,321,148,0,1,£4.5,£4.5,£0.0,173,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Shelvey,749,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,305.0,0,0.0,0,692,388,0,0,£4.0,£4.0,£0.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Wickens,747,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,484.0,0,0.0,0,1294,1058,0,0,£4.0,£4.0,£0.0,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio Rutter,700,1,0,45,0,38.3,0.23,0.64,0.41000000000000003,5.68,9,0,11.4,36.2,263,0,0,0,0,0,2773.0,1,41.0,15,13245,9132,0,11,£5.5,£5.0,£-0.5,4113,2.922222222222222,0.07870722433460077,0.21901140684410647,0.14030418250950571,1.9437262357414449,0.0,3.0798479087452475,0.0,0.3422053231939164,0.0
Gianluca Scamacca,529,0,7,110,3,160.70000000000002,0.51,2.93,2.42,11.41,12,3,62.0,151.79999999999998,921,0,0,0,0,0,99846.0,11,312.0,41,424051,483535,3,16,£7.0,£6.6,£-0.4,-59484,10.233333333333333,0.049837133550488605,0.2863192182410424,0.23648208469055376,1.1149837133550489,0.2931596091205212,1.1726384364820848,0.0,0.0,0.6840390879478828
Giulian Biancone,399,0,0,9,0,0.0,0.0,0.0,0.0,0.5499999999999999,1,0,0.7,6.8,15,0,0,0,0,0,4626.0,0,0.0,2,1839,7299,0,2,£4.5,£4.2,£-0.3,-5460,0.16666666666666666,0.0,0.0,0.0,3.3,0.0,6.0,0.0,0.0,0.0
Gonçalo Manuel Ganchinho Guedes,579,1,1,85,2,139.6,0.44999999999999996,1.65,1.2,11.99,12,1,45.1,89.4,703,0,0,0,0,0,25150.0,8,223.0,29,111308,93651,1,13,£6.0,£5.8,£-0.2,17657,7.811111111111111,0.057610241820768134,0.2112375533428165,0.15362731152204837,1.5349928876244667,0.12802275960170698,1.5362731152204836,0.0,0.12802275960170698,0.12802275960170698
Granit Xhaka,3,8,15,634,13,673.3,3.89,8.54,4.65,36.52,35,7,182.0,647.0,2992,0,0,0,0,0,309157.0,36,498.0,153,939075,778861,4,37,£5.0,£4.8,£-0.2,160214,33.24444444444445,0.11701203208556149,0.25688502673796787,0.1398729946524064,1.098529411764706,0.2105614973262032,1.052807486631016,0.0,0.24064171122994651,0.4512032085561497
Gustavo Henrique Furtado Scarpa,681,0,0,16,0,17.3,0.04,0.27,0.23,2.8699999999999997,1,0,5.7,15.0,177,0,0,0,0,0,781.0,2,25.0,5,2157,2023,1,6,£5.0,£4.6,£-0.4,134,1.9666666666666666,0.02033898305084746,0.13728813559322037,0.1169491525423729,1.459322033898305,0.0,0.5084745762711864,0.0,0.0,0.0
Hakim Ziyech,135,3,0,129,2,230.9,1.51,2.16,0.65,8.8,7,0,49.0,155.39999999999998,649,0,0,0,0,0,41574.0,6,113.0,33,70402,98439,1,18,£6.0,£5.5,£-0.5,-28037,7.211111111111111,0.20939907550077042,0.299537750385208,0.0901386748844376,1.2203389830508475,0.0,0.9707241910631741,0.0,0.4160246533127889,0.0
Halil Dervişoğlu,541,1,0,11,0,0.0,0.0,0.03,0.03,0.1,0,0,1.0,0.0,6,0,0,0,0,0,88274.0,0,10.0,4,271681,299757,0,1,£4.5,£4.5,£0.0,-28076,0.06666666666666667,0.0,0.45,0.45,1.5,0.0,0.0,0.0,15.0,0.0
Hamed Traorè,723,0,0,60,2,218.5,1.15,2.19,1.04,9.94,8,0,33.8,84.0,425,0,0,0,0,0,809.0,5,36.0,14,2795,2417,0,7,£4.5,£4.5,£0.0,378,4.722222222222222,0.24352941176470586,0.4637647058823529,0.22023529411764706,2.104941176470588,0.0,1.6941176470588235,0.0,0.0,0.0
Hamza Choudhury,263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5924.0,0,0.0,0,1196,15706,0,0,£4.5,£4.5,£0.0,-14510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
